Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
228,Antoine Griezmann,fr FRA,FW,Barcelona,30,1991,3,3,263,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.00,0.12,0.12,0.12,Matches,df69b544
229,Arnaut Groeneveld,nl NED,FW,Villarreal,24,1997,23,17,1472,16.4,10,3,7,3,3,1,0,0.61,0.18,0.79,0.43,0.61,12.5,10.2,1.8,12.0,0.76,0.11,0.87,0.62,0.73,Matches,f08490a6
230,Andrés Guardado,mx MEX,MF,Betis,34,1986,28,17,1393,15.5,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.8,0.8,0.5,1.3,0.05,0.03,0.08,0.05,0.08,Matches,ef322658
231,Sergi Guardiola,es ESP,FW,Rayo Vallecano,30,1991,32,20,1710,19.0,8,2,7,1,1,3,0,0.42,0.11,0.53,0.37,0.47,7.2,6.4,1.4,7.8,0.38,0.07,0.45,0.34,0.41,Matches,32974271
232,Nemanja Gudelj,rs SRB,MFDF,Sevilla,29,1991,21,9,1046,11.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,0076ab7f
233,Gonçalo Guedes,pt POR,FWMF,Valencia,24,1996,36,30,2606,29.0,11,6,10,1,2,3,0,0.38,0.21,0.59,0.35,0.55,6.5,4.9,4.0,8.9,0.23,0.14,0.36,0.17,0.31,Matches,e6bc67d7
234,Ander Guevara,es ESP,MF,Real Sociedad,24,1997,17,11,867,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.01,0.02,0.03,0.01,0.03,Matches,8e48dc61
235,John Guidetti,se SWE,FWMF,Alavés,29,1992,10,2,279,3.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.17,0.10,0.27,0.17,0.27,Matches,99bebd12
236,Hugo Guillamón,es ESP,MFDF,Valencia,21,2000,31,28,2361,26.2,1,0,1,0,0,11,2,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,Matches,f7c12fbf
237,Gerard Gumbau,es ESP,MF,Elche,26,1994,31,20,1890,21.0,0,4,0,0,0,8,1,0.00,0.19,0.19,0.00,0.19,0.9,0.9,2.1,3.0,0.04,0.10,0.14,0.04,0.14,Matches,ac454a4f
238,Jon Guridi,es ESP,MF,Real Sociedad,26,1995,8,1,206,2.3,1,0,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,0.7,0.7,0.2,0.9,0.29,0.09,0.39,0.29,0.39,Matches,4c0a6a48
239,Raúl Guti,es ESP,MF,Elche,24,1996,31,17,1627,18.1,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,1.5,0.07,0.01,0.08,0.07,0.08,Matches,0b2c8585
240,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30,1991,3,1,136,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b3b62f94
241,Miguel Gutiérrez,es ESP,DF,Real Madrid,20,2001,3,3,260,2.9,0,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,0.0,0.0,0.5,0.5,0.00,0.17,0.17,0.00,0.17,Matches,7e98cff1
242,Munir El Haddadi,ma MAR,FWMF,Sevilla,25,1995,16,4,474,5.3,2,0,2,0,0,3,0,0.38,0.00,0.38,0.38,0.38,1.6,1.6,0.6,2.2,0.30,0.11,0.42,0.30,0.42,Matches,8696bc90
243,Varazdat Haroyan,am ARM,DF,Cádiz,28,1992,17,16,1437,16.0,1,0,1,0,0,9,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.2,0.8,0.04,0.01,0.05,0.04,0.05,Matches,be32269e
244,Eden Hazard,be BEL,FWMF,Real Madrid,30,1991,18,7,717,8.0,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,1.2,1.2,2.6,3.7,0.15,0.32,0.47,0.15,0.47,Matches,a39bb753
245,Kike Hermoso,es ESP,DF,Betis,21,1999,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.2,0.2,0.0,0.2,0.16,0.00,0.16,0.16,0.16,Matches,dea912dc
246,Mario Hermoso,es ESP,DF,Atlético Madrid,26,1995,26,21,1865,20.7,2,1,2,0,0,6,1,0.10,0.05,0.14,0.10,0.14,2.0,2.0,0.6,2.6,0.10,0.03,0.13,0.10,0.13,Matches,555f3a0b
247,Aridane Hernández,gq EQG,DF,Osasuna,32,1989,15,12,1159,12.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,132ac341
248,Luis Hernández,es ESP,DF,Cádiz,32,1989,16,15,1366,15.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.00,0.03,0.03,0.03,Matches,02d2c436
249,Mario Hernández,es ESP,DFFW,Rayo Vallecano,22,1999,9,5,395,4.4,1,0,1,0,0,3,0,0.23,0.00,0.23,0.23,0.23,0.4,0.4,0.0,0.5,0.10,0.01,0.11,0.10,0.11,Matches,90162357
250,Héctor Herrera,mx MEX,MF,Atlético Madrid,31,1990,21,8,859,9.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.05,0.04,0.10,0.05,0.10,Matches,a8542814
251,Sergio Herrera,es ESP,GK,Osasuna,28,1993,36,36,3240,36.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a4995f48
252,Yangel Herrera,ve VEN,MF,Espanyol,23,1998,23,19,1645,18.3,1,1,1,0,0,7,1,0.05,0.05,0.11,0.05,0.11,1.0,1.0,0.8,1.8,0.06,0.04,0.10,0.06,0.10,Matches,e778654a
253,Matthew Hoppe,us USA,FW,Mallorca,20,2001,5,1,131,1.5,0,1,0,0,0,0,0,0.00,0.69,0.69,0.00,0.69,0.1,0.1,0.2,0.3,0.07,0.11,0.18,0.07,0.18,Matches,1bc432b7
254,Robert Ibáñez,es ESP,MF,Osasuna,28,1993,4,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.38,0.16,0.55,0.38,0.55,Matches,c7429db3
255,Vicente Iborra,es ESP,MF,Villarreal,33,1988,20,12,1034,11.5,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.8,0.8,0.6,1.4,0.07,0.05,0.12,0.07,0.12,Matches,ad1ffcfd
256,Oussama Idrissi,ma MAR,FWMF,Sevilla,25,1996,5,2,127,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.08,0.16,0.08,0.16,Matches,34caa4b3
257,Oussama Idrissi,ma MAR,MF,Cádiz,25,1996,12,11,902,10.0,1,1,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,1.9,1.9,2.0,3.9,0.19,0.20,0.39,0.19,0.39,Matches,34caa4b3
258,Iglesias,es ESP,DF,Getafe,23,1998,20,7,719,8.0,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,1.0,1.1,0.01,0.13,0.14,0.01,0.14,Matches,974322dc
259,Borja Iglesias,es ESP,FW,Betis,28,1993,33,18,1573,17.5,10,0,7,3,3,4,0,0.57,0.00,0.57,0.40,0.40,8.5,6.2,3.1,9.3,0.48,0.18,0.66,0.35,0.53,Matches,75645f0e
260,Asier Illarramendi,es ESP,MF,Real Sociedad,31,1990,8,6,374,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06,Matches,5ce0b5ba
261,Nikita Iosifov,ru RUS,MF,Villarreal,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4c2fa917
262,Alexander Isak,se SWE,FW,Real Sociedad,21,1999,32,26,2140,23.8,6,2,4,2,3,6,0,0.25,0.08,0.34,0.17,0.25,10.9,8.6,3.0,11.7,0.46,0.13,0.59,0.36,0.49,Matches,8e92be30
263,Isco,es ESP,MFFW,Real Madrid,29,1992,14,3,331,3.7,1,0,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,1.2,1.2,1.0,2.2,0.32,0.28,0.60,0.32,0.60,Matches,a0b4bb3e
264,Nicolas Jackson,sn SEN,FW,Villarreal,20,2001,9,0,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.2,0.42,0.25,0.66,0.42,0.66,Matches,9c36ed83
265,Jakub Jankto,cz CZE,DFMF,Getafe,25,1996,14,6,587,6.5,0,2,0,0,0,1,1,0.00,0.31,0.31,0.00,0.31,0.2,0.2,1.0,1.2,0.03,0.15,0.18,0.03,0.18,Matches,1ea5f91c
266,Adnan Januzaj,be BEL,FWMF,Real Sociedad,26,1995,33,17,1625,18.1,3,0,1,2,2,5,0,0.17,0.00,0.17,0.06,0.06,4.0,2.5,3.4,5.9,0.22,0.19,0.41,0.14,0.33,Matches,4737cebe
267,Jason,es ESP,MFFW,Alavés,27,1994,14,10,678,7.5,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,1.7,2.3,0.08,0.22,0.31,0.08,0.31,Matches,9038c2a1
268,Jason,es ESP,MFDF,Valencia,27,1994,5,1,75,0.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.07,0.17,0.24,0.07,0.24,Matches,9038c2a1
269,Luis Javier Suárez,co COL,FW,Granada,23,1997,37,34,2844,31.6,8,4,8,0,1,6,0,0.25,0.13,0.38,0.25,0.38,10.8,10.1,2.5,12.5,0.34,0.08,0.42,0.32,0.40,Matches,eeba07f8
270,Álvaro Jiménez,es ESP,MFFW,Cádiz,26,1995,9,1,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.03,0.08,0.05,0.08,Matches,5f5501ed
271,Joaquín,es ESP,FWMF,Betis,40,1981,21,2,471,5.2,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,1.9,1.9,1.5,3.3,0.36,0.28,0.64,0.36,0.64,Matches,4c5b14d2
272,Jofre,es ESP,MFDF,Espanyol,20,2001,3,0,20,0.2,0,1,0,0,0,0,0,0.00,4.50,4.50,0.00,4.50,0.0,0.0,0.3,0.3,0.00,1.57,1.57,0.00,1.57,Matches,030ef8d6
273,Frenkie de Jong,nl NED,MF,Barcelona,24,1997,32,30,2476,27.5,3,3,3,0,0,7,1,0.11,0.11,0.22,0.11,0.22,4.5,4.5,3.1,7.6,0.16,0.11,0.28,0.16,0.28,Matches,1bacc518
274,Luuk de Jong,nl NED,FW,Barcelona,30,1990,21,6,654,7.3,6,0,6,0,0,1,0,0.83,0.00,0.83,0.83,0.83,3.7,3.7,0.2,3.9,0.51,0.03,0.53,0.51,0.53,Matches,abb3bb95
275,Jens Jønsson,dk DEN,MF,Cádiz,28,1993,22,17,1303,14.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.9,1.3,0.03,0.07,0.09,0.03,0.09,Matches,53520a67
276,Joan Jordán,es ESP,MF,Sevilla,27,1994,36,31,2514,27.9,0,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,0.9,0.9,1.5,2.4,0.03,0.05,0.09,0.03,0.09,Matches,2a0c8ba4
277,Josan,es ESP,DFMF,Elche,31,1989,31,10,1211,13.5,2,3,2,0,0,2,0,0.15,0.22,0.37,0.15,0.37,1.2,1.2,3.6,4.8,0.09,0.27,0.36,0.09,0.36,Matches,5b28b2f6
278,Willian José,br BRA,FW,Betis,29,1991,32,19,1604,17.8,9,4,6,3,3,2,0,0.50,0.22,0.73,0.34,0.56,6.4,4.1,2.8,6.9,0.36,0.16,0.51,0.23,0.38,Matches,d87e2cae
279,Joselu,es ESP,FW,Alavés,31,1990,37,35,3122,34.7,14,4,8,6,7,0,0,0.40,0.12,0.52,0.23,0.35,12.4,7.0,4.0,11.0,0.36,0.12,0.47,0.20,0.32,Matches,6265208f
280,Josema,es ESP,DF,Elche,25,1996,6,1,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches,ed3f5f4c
281,Luka Jović,rs SRB,FW,Real Madrid,23,1997,15,1,369,4.1,1,3,1,0,0,1,0,0.24,0.73,0.98,0.24,0.98,2.3,2.3,0.8,3.1,0.57,0.20,0.76,0.57,0.76,Matches,4d8cd038
282,Miguel Juan Llambrich,es ESP,DF,Espanyol,25,1996,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d83f09ff
283,José Juan Macías,mx MEX,FWMF,Getafe,21,1999,7,2,201,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.00,0.09,0.09,0.09,Matches,1f1c8a15
284,Juanmi,es ESP,FW,Betis,28,1993,33,26,2131,23.7,16,4,16,0,0,5,0,0.68,0.17,0.84,0.68,0.84,11.8,11.8,2.5,14.3,0.50,0.11,0.61,0.50,0.61,Matches,84399660
285,Lago Junior,ci CIV,FWMF,Mallorca,30,1990,6,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.16,0.00,0.16,0.16,0.16,Matches,360d70f8
286,Vinicius Júnior,br BRA,FW,Real Madrid,21,2000,35,30,2690,29.9,17,10,17,0,0,6,0,0.57,0.33,0.90,0.57,0.90,13.1,13.1,7.8,20.9,0.44,0.26,0.70,0.44,0.70,Matches,7111d552
287,Jutglà,es ESP,FW,Barcelona,22,1999,6,4,301,3.3,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.6,1.6,0.4,2.0,0.47,0.13,0.60,0.47,0.60,Matches,2a9f6b4d
288,Lee Kangin,kr KOR,MFFW,Mallorca,20,2001,30,15,1411,15.7,1,2,1,0,0,4,1,0.06,0.13,0.19,0.06,0.19,1.4,1.4,2.2,3.6,0.09,0.14,0.23,0.09,0.23,Matches,8455ad90
289,Kike,es ESP,FW,Osasuna,31,1989,33,18,1862,20.7,5,1,4,1,1,2,0,0.24,0.05,0.29,0.19,0.24,7.0,6.2,2.1,8.3,0.34,0.10,0.44,0.30,0.40,Matches,e897d8ba
290,Koba Koindredi,fr FRA,MF,Valencia,19,2001,10,1,181,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches,3a58d075
291,Koke,es ESP,MF,Atlético Madrid,29,1992,31,29,2508,27.9,1,2,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,1.0,1.0,1.9,2.9,0.04,0.07,0.10,0.04,0.10,Matches,55126f3b
292,Luca Koleosho,ca CAN,FW,Espanyol,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fc076f78
293,Geoffrey Kondogbia,cf CTA,MFDF,Atlético Madrid,28,1993,28,21,1882,20.9,1,2,1,0,0,13,2,0.05,0.10,0.14,0.05,0.14,0.5,0.5,1.0,1.4,0.02,0.05,0.07,0.02,0.07,Matches,cce181df
294,Jules Koundé,fr FRA,DF,Sevilla,22,1998,32,31,2736,30.4,2,1,2,0,0,2,2,0.07,0.03,0.10,0.07,0.10,1.2,1.2,1.9,3.1,0.04,0.06,0.10,0.04,0.10,Matches,4d1666ff
295,Toni Kroos,de GER,MF,Real Madrid,31,1990,28,25,2103,23.4,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,2.0,2.0,3.5,5.5,0.08,0.15,0.23,0.08,0.23,Matches,6ce1f46f
296,Takefusa Kubo,jp JPN,FWMF,Mallorca,20,2001,28,17,1605,17.8,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,3.1,3.1,2.6,5.7,0.17,0.15,0.32,0.17,0.32,Matches,16aa3654
297,Víctor Laguardia,es ESP,DF,Alavés,31,1989,34,34,3042,33.8,3,2,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15,1.9,1.9,0.2,2.1,0.06,0.00,0.06,0.06,0.06,Matches,b7c99b9b
298,Diego Lainez,mx MEX,FW,Betis,21,2000,7,1,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.13,0.16,0.03,0.16,Matches,bf12926c
299,Érik Lamela,ar ARG,FW,Sevilla,29,1992,20,10,1015,11.3,5,2,5,0,0,5,0,0.44,0.18,0.62,0.44,0.62,2.7,2.7,1.9,4.6,0.24,0.17,0.41,0.24,0.41,Matches,abe66106
300,Latasa,es ESP,FW,Real Madrid,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.19,0.00,1.19,1.19,1.19,Matches,2bea832e
301,Toni Lato,es ESP,DFMF,Valencia,23,1997,11,7,590,6.6,0,1,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.5,0.5,0.00,0.07,0.07,0.00,0.07,Matches,8e088e04
302,Robin Le Normand,fr FRA,DF,Real Sociedad,24,1996,37,37,3330,37.0,1,1,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,1.3,1.3,0.2,1.5,0.03,0.01,0.04,0.03,0.04,Matches,9a64e67e
303,Jeremías Ledesma,ar ARG,GK,Cádiz,28,1993,38,38,3420,38.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6c4776b1
304,Wu Lei,cn CHN,FWMF,Espanyol,29,1991,23,4,474,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.7,0.7,1.0,1.7,0.14,0.18,0.33,0.14,0.33,Matches,e3fabb0a
305,Florian Lejeune,fr FRA,DF,Alavés,30,1991,30,30,2699,30.0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.3,1.8,0.05,0.01,0.06,0.05,0.06,Matches,6eaed4eb
306,Iñigo Lekue,es ESP,DF,Athletic Club,28,1993,25,22,1925,21.4,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,2.1,2.3,0.01,0.10,0.11,0.01,0.11,Matches,59b7d823
307,Thomas Lemar,fr FRA,MF,Atlético Madrid,25,1995,24,17,1440,16.0,4,5,4,0,0,2,0,0.25,0.31,0.56,0.25,0.56,3.4,3.4,3.1,6.4,0.21,0.19,0.40,0.21,0.40,Matches,4dbd0916
308,Ruben Lendinez,es ESP,DF,Valencia,18,2003,4,1,137,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,755da865
309,Clément Lenglet,fr FRA,DF,Barcelona,26,1995,21,7,826,9.2,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.6,0.7,0.02,0.06,0.08,0.02,0.08,Matches,4f28a6ff
310,Javier Llabrés,,FWMF,Mallorca,,,5,1,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.05,0.15,0.10,0.15,Matches,38b0cf42
311,Marcos Llorente,es ESP,DFMF,Atlético Madrid,26,1995,29,29,2447,27.2,0,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,2.8,3.6,0.03,0.10,0.13,0.03,0.13,Matches,02c15616
312,Giovani Lo Celso,ar ARG,MFFW,Villarreal,25,1996,16,11,994,11.0,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,1.3,1.3,2.2,3.5,0.12,0.20,0.31,0.12,0.31,Matches,d7553721
313,Julen Lobete,es ESP,FWMF,Real Sociedad,20,2000,13,2,284,3.2,2,0,2,0,0,0,0,0.63,0.00,0.63,0.63,0.63,1.5,1.5,0.0,1.5,0.48,0.00,0.49,0.48,0.49,Matches,a952a529
314,Renan Lodi,br BRA,DF,Atlético Madrid,23,1998,29,13,1181,13.1,2,2,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30,0.7,0.7,1.9,2.6,0.05,0.15,0.20,0.05,0.20,Matches,ed9f7cfe
315,David López,es ESP,MFDF,Espanyol,31,1989,18,8,743,8.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.06,0.05,0.11,0.06,0.11,Matches,f03f284b
316,Diego López,es ESP,GK,Espanyol,39,1981,36,36,3177,35.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,73683fa9
317,Javi López,es ESP,DF,Alavés,19,2002,9,4,462,5.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,Matches,e9ada8cf
318,Unai López,es ESP,MF,Rayo Vallecano,25,1995,27,13,1160,12.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.7,2.9,0.09,0.13,0.22,0.09,0.22,Matches,88050721
319,Anthony Lozano,hn HON,FWMF,Cádiz,28,1993,31,21,1672,18.6,7,2,7,0,0,8,0,0.38,0.11,0.48,0.38,0.48,5.2,5.2,1.0,6.2,0.28,0.06,0.34,0.28,0.34,Matches,38699c72
320,Florentino Luís,pt POR,MF,Getafe,21,1999,22,9,992,11.0,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.3,0.3,0.01,0.03,0.03,0.01,0.03,Matches,881cd6be
321,José Luis Gayà,es ESP,DF,Valencia,26,1995,24,22,1871,20.8,2,4,2,0,0,8,2,0.10,0.19,0.29,0.10,0.29,1.0,1.0,2.2,3.1,0.05,0.10,0.15,0.05,0.15,Matches,b05e2dbd
322,José Luis Morales,es ESP,FWMF,Levante,34,1987,35,31,2719,30.2,13,7,10,3,5,7,0,0.43,0.23,0.66,0.33,0.56,14.4,10.6,6.9,17.5,0.48,0.23,0.71,0.35,0.58,Matches,4a478107
323,Luismi,es ESP,FW,Sevilla,20,2001,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,acf5410c
324,Andriy Lunin,ua UKR,GK,Real Madrid,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3061e1ec
325,Darwin Machís,ve VEN,MFFW,Granada,28,1993,25,16,1376,15.3,4,2,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,1.7,1.7,2.6,4.4,0.11,0.17,0.29,0.11,0.29,Matches,ed6ea4d9
326,Pablo Maffeo,es ESP,DF,Mallorca,24,1997,35,35,2945,32.7,1,4,1,0,0,10,0,0.03,0.12,0.15,0.03,0.15,1.7,1.7,2.4,4.1,0.05,0.07,0.12,0.05,0.12,Matches,5db04597
327,Nemanja Maksimović,rs SRB,MF,Getafe,26,1995,35,34,2936,32.6,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,2.5,2.5,0.7,3.2,0.08,0.02,0.10,0.08,0.10,Matches,00b28772
328,Hugo Mallo,es ESP,DF,Celta Vigo,30,1991,21,21,1826,20.3,1,1,1,0,0,5,2,0.05,0.05,0.10,0.05,0.10,1.4,1.4,1.7,3.1,0.07,0.08,0.16,0.07,0.16,Matches,cb574619
329,Mickael Malsa,mq MTQ,MF,Levante,25,1995,26,11,1143,12.7,1,2,1,0,0,7,0,0.08,0.16,0.24,0.08,0.24,1.0,1.0,0.9,1.9,0.08,0.07,0.15,0.08,0.15,Matches,bbc19252
330,Giorgi Mamardashvili,ge GEO,GK,Valencia,20,2000,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d4b73232
331,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,27,1994,17,15,1298,14.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.02,0.02,0.02,Matches,c20bdcd7
332,Aïssa Mandi,dz ALG,DF,Villarreal,29,1991,17,14,1375,15.3,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.9,1.9,0.0,1.9,0.12,0.00,0.12,0.12,0.12,Matches,fbd6378b
333,Maranhão,br BRA,FWMF,Valencia,24,1996,29,8,973,10.8,1,3,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,3.5,3.5,1.4,4.9,0.33,0.13,0.45,0.33,0.45,Matches,ae86d473
334,Nikola Maraš,rs SRB,DF,Rayo Vallecano,25,1995,16,11,1044,11.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,b9d0446f
335,Marcelo,br BRA,DF,Real Madrid,33,1988,12,5,525,5.8,0,2,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.3,0.3,0.6,0.9,0.05,0.10,0.15,0.05,0.15,Matches,603116a7
336,Iván Marcone,ar ARG,MF,Elche,31,1990,20,10,809,9.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,b14f755d
337,Óscar de Marcos,es ESP,DF,Athletic Club,32,1989,22,19,1679,18.7,1,2,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,0.2,0.2,1.6,1.8,0.01,0.08,0.10,0.01,0.10,Matches,9f323c71
338,José Mari,es ESP,MF,Cádiz,33,1987,11,4,386,4.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.08,0.00,0.08,0.08,0.08,Matches,6f4c734d
339,José María Giménez,uy URU,DF,Atlético Madrid,26,1995,24,24,2042,22.7,1,1,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,1.2,1.2,0.1,1.3,0.05,0.00,0.06,0.05,0.06,Matches,f0da930c
340,Mariano,do DOM,FW,Real Madrid,27,1993,9,3,342,3.8,1,1,1,0,0,2,0,0.26,0.26,0.53,0.26,0.53,2.2,2.2,0.6,2.8,0.57,0.17,0.74,0.57,0.74,Matches,5c4dc0ff
341,Mika Màrmol,es ESP,DF,Barcelona,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e7630876
